"Label","Row.names","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","LarvalRecords.Comments","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.CreatedDate","PlateID","Row","Column","NestID","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","Mean.Otolith.Length.is.in.Millimetres.for.comparison.with.Adults","LarvalOtoliths.Comments","MeanDailyIncrements","LarvalOtoliths.CreatedDate","OLEstimateAge","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","Discharge..Ml.Day..Mean","WaterTemp.DegC..Mean","pH.Instantaneous","Turbidity..NTU..Mean","DO....saturation..Instantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade"
"K20131113-230","K20131113-230","230","805","D3","M. peelii","C:\DBImages\Larva\230.tif","11.912","12.355","NA","Alan Couch","","NA","-25.19","18.33","3.27","0.56","Wild caught Murrumbidgee","10-Feb-14","2013A","D"," 3","NA","230","2","330","240","C:\DBImages\O1\O1_0230.jpg","330","1.38","NA","320","245","C:\DBImages\O2\O2D_0035.jpg","1.31","NA","D"," 8","C"," NA","0.3250","","  NA","10-Feb-14","19.71","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.706","297.3","10.014","287.3","16106"," 3"," 3","hK1"
"K20131113-231","K20131113-231","231","805","D2","M. peelii","C:\DBImages\Larva\231.tif","11.641","12.074","NA","Alan Couch","","NA","-25.15","18.34","3.24","0.64","Wild caught Murrumbidgee","10-Feb-14","2013A","D"," 2","NA","231","2","320","250","C:\DBImages\O1\O1_0231.jpg","330","1.28"," 9","320","230","C:\DBImages\O2\O2D_0036.jpg","1.39","NA","D"," 9","C"," NA","0.3200",""," 9.0","10-Feb-14","19.33","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.335","297.7","10.014","287.7","16478"," 3"," 3","hK1"
"K20131113-232","K20131113-232","232","805","D1","M. peelii","C:\DBImages\Larva\232.tif","12.007","12.454","NA","Alan Couch","","NA","-24.03","13.82","3.23","0.96","Wild caught Murrumbidgee","10-Feb-14","2013A","D"," 1","NA","232","2","325","250","C:\DBImages\O1\O1_0232.jpg","320","1.30","NA","320","245","C:\DBImages\O2\O2D_0037.jpg","1.31"," 7","D","10","C"," NA","0.3225","","  NA","10-Feb-14","19.52","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.521","297.5","10.014","287.5","16292"," 7"," 7","hK2"
"K20131113-233","K20131113-233","233","805","E1","M. peelii","C:\DBImages\Larva\233.tif","11.487","11.914","NA","Alan Couch","","NA","-24.82","14.05","3.25","0.77","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 1","NA","233","2","330","250","C:\DBImages\O1\O1_0233.jpg","320","1.32","16","335","250","C:\DBImages\O2\O2D_0038.jpg","1.34"," 8","D","11","C"," NA","0.3325","","12.0","10-Feb-14","20.26","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.264","296.7","10.014","286.7","15548","10","10","hK4"
"K20131113-234","K20131113-234","234","805","E2","M. peelii","C:\DBImages\Larva\234.tif","11.488","11.915","NA","Alan Couch","","NA","-25.12","13.75","3.29","0.66","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 2","NA","234","2","290","200","C:\DBImages\O1\O1_0234.jpg","290","1.45","NA","295","210","C:\DBImages\O2\O2D_0039.jpg","1.40"," 5","D","12","C"," NA","0.2925","","  NA","10-Feb-14","17.29","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","17.291","299.7","10.014","289.7","18523"," 7"," 7","hK2"
"K20131113-235","K20131113-235","235","805","E3","M. peelii","C:\DBImages\Larva\235.tif","10.176","10.555","NA","Alan Couch","head partly decomposed.","NA","-25.38","13.42","3.32","0.63","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 3","NA","235","1","345"," NA","C:\DBImages\O1\O1_0235.jpg"," NA","  NA","NA"," NA","235","C:\DBImages\O2\O2D_0040.jpg","  NA"," 9","D","13","C"," NA","0.3450","head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.","  NA","10-Feb-14","21.19","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","21.193","295.8","10.014","285.8","14618"," 8"," 8","hK3"
"K20131113-236","K20131113-236","236","805","E4","M. peelii","C:\DBImages\Larva\236.tif","11.586","12.017","NA","Alan Couch","","NA","-25.18","13.84","3.23","0.79","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 4","NA","236","2","325","250","C:\DBImages\O1\O1_0236.jpg","320","1.30","NA","310","245","C:\DBImages\O2\O2D_0041.jpg","1.27","NA","D","14","C"," NA","0.3175","","  NA","10-Feb-14","19.15","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.149","297.9","10.014","287.8","16664"," 4"," 4","hM1"
"K20131113-237","K20131113-237","237","805","E5","M. peelii","C:\DBImages\Larva\237.tif"," 9.914","10.283","NA","Alan Couch","","NA","-24.77","18.58","3.45","0.51","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 5","NA","237","2","340","250","C:\DBImages\O1\O1_0237.jpg","340","1.36","NA","330"," NA","C:\DBImages\O2\O2D_0042.jpg","  NA","NA","D","15","C"," NA","0.3350","","  NA","10-Feb-14","20.45","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.450","296.6","10.014","286.5","15362","10","10","hK4"
"K20131113-238","K20131113-238","238","805","E6","M. peelii","C:\DBImages\Larva\238.tif","10.725","11.124","NA","Alan Couch","","NA","-24.50","13.53","3.33","0.63","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 6","NA","238","2","330","240","C:\DBImages\O1\O1_0238.jpg","320","1.38","NA","320","240","C:\DBImages\O2\NoImage.jpg","1.33","NA","D"," 1","D"," NA","0.3250","","  NA","10-Feb-14","19.71","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.706","297.3","10.014","287.3","16106"," 8"," 8","hK3"
"K20131113-239","K20131113-239","239","805","E7","M. peelii","C:\DBImages\Larva\239.tif","11.611","12.043","NA","Alan Couch","","NA","-24.88","14.18","3.29","0.77","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 7","NA","239","2","320","240","C:\DBImages\O1\O1_0239.jpg","330","1.33","10","330","235","C:\DBImages\O2\NoImage.jpg","1.40"," 9","D"," 2","D"," NA","0.3250",""," 9.5","10-Feb-14","19.71","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.706","297.3","10.014","287.3","16106","10","10","hK4"
"K20131113-240","K20131113-240","240","805","E8","M. peelii","C:\DBImages\Larva\240.tif","12.178","12.631","NA","Alan Couch","","NA","-23.99","14.18","3.24","0.79","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 8","NA","240","2","335","250","C:\DBImages\O1\O1_0240.jpg","350","1.34","13","335","220","C:\DBImages\O2\NoImage.jpg","1.52","NA","D"," 3","D"," NA","0.3350","","13.0","10-Feb-14","20.45","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.450","296.6","10.014","286.5","15362","12","12","hK6"
"K20131113-241","K20131113-241","241","805","E9","M. peelii","C:\DBImages\Larva\241.tif","11.104","11.517","NA","Alan Couch","","NA","-25.08","18.59","3.27","0.80","Wild caught Murrumbidgee","10-Feb-14","2013A","E"," 9","NA","241","2","315","240","C:\DBImages\O1\O1_0241.jpg","330","1.31","NA","330","235","C:\DBImages\O2\NoImage.jpg","1.40"," 6","D"," 4","D"," NA","0.3225","","  NA","10-Feb-14","19.52","805","13-Nov-13","Drift net 6","00-Jan-00"," 87261"," 88107"," 846","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Could not get out until 15th because of high flow danger. BUT pull date is calculated :(","TRUE"," TRUE"," TRUE","Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","136","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","19.521","297.5","10.014","287.5","16292"," 3"," 3","hK1"
"K20131113-242","K20131113-242","242","806","E10","M. peelii","C:\DBImages\NoImage.jpg"," 9.495"," 9.848","NA","Alan Couch","","NA","-24.46","13.85","3.69","0.23","Wild caught Murrumbidgee","17-Jun-14","2013A","E","10","NA","242","2","300","220","C:\DBImages\O1\O1_0242_1.jpg","300","1.36","NA","310","220","C:\DBImages\O2\NoImage.jpg","1.41"," 7","D"," 5","D"," NA","0.3050","from 242-300 Pats length copied to Oto1length","  NA","20-Jun-14","18.22","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","  7","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.220","298.8","10.014","288.8","17593","11","11","hK5"
"K20131113-244","K20131113-244","244","806","E12","M. peelii","C:\DBImages\NoImage.jpg","10.177","10.556","NA","Alan Couch","","NA","-24.94","13.40","3.81","0.52","Wild caught Murrumbidgee","17-Jun-14","2013A","E","12","NA","244","2","290","220","C:\DBImages\O1\O1_0244.jpg","290","1.32","NA","300","200","C:\DBImages\O2\NoImage.jpg","1.50"," 8","D"," 6","D"," NA","0.2950","","  NA","20-Jun-14","17.48","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","  7","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","17.477","299.5","10.014","289.5","18337"," 4"," 4","hM1"
"K20131113-245","K20131113-245","245","806","F12","M. peelii","C:\DBImages\NoImage.jpg","10.314","10.698","NA","Alan Couch","","NA","-24.04","13.61","3.64","0.34","Wild caught Murrumbidgee","17-Jun-14","2013A","F","12","NA","245","2","350","240","C:\DBImages\O1\O1_0245.jpg","350","1.46"," 5","340","250","C:\DBImages\O2\NoImage.jpg","1.36","NA","D"," 7","D"," NA","0.3450"," (remeasured 6/8/14)"," 5.0","20-Jun-14","21.19","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","  7","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","21.193","295.8","10.014","285.8","14618","12","12","hK6"
"K20131113-246","K20131113-246","246","806","F11","M. peelii","C:\DBImages\NoImage.jpg","10.099","10.475","NA","Alan Couch","","NA","-24.80","14.12","3.43","0.40","Wild caught Murrumbidgee","17-Jun-14","2013A","F","11","NA","246","2","320","220","C:\DBImages\O1\O1_0246.jpg","320","1.45","NA","290","230","C:\DBImages\O2\NoImage.jpg","1.26"," 6","D"," 8","D"," NA","0.3050","","  NA","20-Jun-14","18.22","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","  7","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.220","298.8","10.014","288.8","17593"," 2"," 2","hL1"
"K20131113-247","K20131113-247","247","806","F10","M. peelii","C:\DBImages\NoImage.jpg","10.768","11.169","NA","Alan Couch","","NA","-25.03","13.55","3.67","0.27","Wild caught Murrumbidgee","17-Jun-14","2013A","F","10","NA","247","2","320","210","C:\DBImages\O1\O1_0247.jpg","320","1.52","NA","310","240","C:\DBImages\O2\NoImage.jpg","1.29"," 9","D"," 9","D"," NA","0.3150","","  NA","20-Jun-14","18.96","806","13-Nov-13","Drift net 5","00-Jan-00","940031","941129","1098","18.3","  NA","00-Jan-00","     NA","     NA"," NA","Lost cod end, not pulled until 15th because of high flow","TRUE"," TRUE"," TRUE","Yes some found about 5 despite losing cod end (in casurina needles)","","13/11/2013 17:04","14/11/2013 17:04","0:00","14-Nov-13","","NA","    NA","   NA","   NA","     NA","  7","NA","NA","NA","","24.00","NA","2013","317","20-Nov-13","Kambah Pool","971","13-Nov-13","Angle Crossing"," 448.9","15.98","7.618"," 7.301","96.45","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.963","298.0","10.014","288.0","16850"," 1"," 1","hN1"
"K20131115-257","K20131115-257","257","813","G1","M. peelii","C:\DBImages\NoImage.jpg","10.441","10.829","NA","Alan Couch","","NA","-23.94","12.92","3.42","0.47","Wild caught Murrumbidgee","17-Jun-14","2013A","G"," 1","NA","257","1","310","220","C:\DBImages\O1\O1_0257.jpg","310","1.41","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","D"," 3","E"," NA","0.3100","#2 missing from slide?","  NA","20-Jun-14","18.59","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9226","   NA","     NA","  5","NA","NA"," 2","","19.57","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1989.0","16.40","7.348","20.873","97.85","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","18.592","300.4"," 9.729","290.7","17222"," 2"," 2","hL1"
"K20131115-258","K20131115-258","258","813","G2","M. peelii","C:\DBImages\NoImage.jpg","11.946","12.390","NA","Alan Couch","","NA","-25.23","13.83","3.11","1.12","Wild caught Murrumbidgee","17-Jun-14","2013A","G"," 2","NA","258","1","340","250","C:\DBImages\O1\O1_0258.jpg","340","1.36","NA"," NA"," NA","C:\DBImages\O2\NoImage.jpg","  NA","NA","","NA",""," NA","0.3400","#2 missing from slide","  NA","20-Jun-14","20.82","813","15-Nov-13","Drift net 6","00-Jan-00","487068","    NA","  NA","  NA","18.4","00-Jan-00"," 662354"," 662361","  7","Will need to estimate initial flow rate as no set 30sec taken. High flow.","TRUE"," TRUE"," TRUE","","","15/11/2013 13:10","16/11/2013 8:44","19:34","16-Nov-13","","NA","175293"," 9226","   NA","     NA","  5","NA","NA"," 2","","19.57","NA","2013","319","20-Nov-13","Kambah Pool","973","15-Nov-13","Angle Crossing","1989.0","16.40","7.348","20.873","97.85","4","Murrumbidgee","NA","NA","Kambah Pool","-35.40","149.0","S35°24’02.04”, E149°00’52.54”","-35.40","149.0","682959","6080670","554.0","229890","28825","29854","M2G Project Information Document","Kambah","Sample","0.23","37","7.0","Low gradient, confined valley","9","29","Angle Crossing","20.821","298.2"," 9.729","288.5","14990"," 7"," 7","hK2"
