"","Label","LarvalID","CollectionEvent","RackNo","Species","LarvaePhoto","LarvaEthanolLength","LarvaLength","KnownAge","CollectedBy","LarvalRecords.Comments","Calculated.Age","Delta13C","Delta15N","CNRatio","BodyWeight","SourceLarvae","LarvalRecords.CreatedDate","PlateID","Row","Column","NestID","LarvalOtoliths.LarvaID","OtolithCount","Otolith1Length","Otolith1Width","Otolith1Photo","PatsLength","Ratio1","Otolith1Rings","Otolith2Length","Otolith2Width","Otolith2Photo","Ratio2","Otolith2Rings","AblationSlide","AblationSlideColumn","AblationSlideRow","AblationCentralityScore","Mean.Otolith.Length.is.in.Millimetres.for.comparison.with.Adults","LarvalOtoliths.Comments","MeanDailyIncrements","LarvalOtoliths.CreatedDate","OLEstimateAge","Larva.Collection.ID","Set.Date","Net","Set.Time","Set.Flow.Rotor.Count","Set.30.Seconds.Count","Set.Rotor.Delta","Water.Temperature.on.Set","Water.Temperature.on.Pull","Pull.Time","Pull.Flow.Rotor.Count","Pull.30.sec.Rotor.Count","Pull.Rotor.Delta","Larva.Collection.Comments","Examined","Larvae.Found","Cod.Confirmed","Larvae.Comments","Weather","cSettime","cPulltime","Soak.Time","Pull.Date","Larva.Collection.Source","Depth..m.","Total.Rotor.Delta","Delta.per.Hour","Average.set.and.pull.30.sec.delta","Av.rotor.if.over.whole.soak.time","Maccullochella.larvae","Perca.larvae","Cyprinus.larvae","Other.species","Location","SoakHours","OrigTotalRotor","YearOnly","Day.of.Year","Larva.Collection.CreatedDate","SiteName","ACFlowAndWQ.ID","Datetime","ACFlowAndWQ.Station","Discharge..Ml.Day..Mean","WaterTemp.DegC..Mean","pH.Instantaneous","Turbidity..NTU..Mean","DO....saturation..Instantaneous","Sites.ID","RiverName","RiverSystemPart","Segment","Site.Name","Latitude","Longitude","GPS.Coordinates","new.Latitude","new.Longitude","X","Y.x","Elevation..m..from.DEM","Distance.from.source..m.","Distance.to.Angle.Crossing..m.","Distance_old","Sites.Source","AKA","Type","Slope","Width","Depth","Description","Fishing.Access","Seg","Field0","OtoPart","Li","B","Na","Mg","Mg.1","Al","Si","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Ni","Cu","Zn","Ga","Rb","Sr","Sr.1","Y.y","Ag","Sb","Ba","Ba.1","La","Ce","Nd","Er","Pb","ageOL","hatchdoy","incTime","spawn","nestdist","cladeNo.x","cladeNo.y","clade"
"61","K20131113-234",234,805,"E2","M. peelii","C:\DBImages\Larva\234.tif",11.488,11.9153536,NA,"Alan Couch","",NA,-25.12,13.75,3.29,0.66,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",2,NA,234,2,290,200,"C:\DBImages\O1\O1_0234.jpg",290,1.45,NA,295,210,"C:\DBImages\O2\O2D_0039.jpg",1.4,5,"D",12,"C",NA,0.2925,"",NA,"10-Feb-14",17.29,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","Core",0.14123312868,2.57358602208,4036.39556032,31.6059421828,30.2680474296,0.42509528748,1343.36835238,740.099733224,406389.754656,0.06700652128,0.19063152584,0.04416931336,0.51246103824,0.97343073268,100.99781456,0.27833206824,0.18803845032,0.29853118672,0.58010460308,0.1889166496,2147.81854036,2189.78880628,0.00336679432,0.00867912052,0,24.2170389688,24.0750932856,0.00027772472,0.00396707072,0.0100730054,0.00751422384,0.0023201052,17.29148,299.70852,10.014008,289.694512,18523.22852,7,7,"hK2"
"62","K20131113-234",234,805,"E2","M. peelii","C:\DBImages\Larva\234.tif",11.488,11.9153536,NA,"Alan Couch","",NA,-25.12,13.75,3.29,0.66,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",2,NA,234,2,290,200,"C:\DBImages\O1\O1_0234.jpg",290,1.45,NA,295,210,"C:\DBImages\O2\O2D_0039.jpg",1.4,5,"D",12,"C",NA,0.2925,"",NA,"10-Feb-14",17.29,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E1",0.0573395028571429,3.13106074475,3634.71038664286,24.4610458103571,22.5737300178571,0.522490920892857,1219.75639123929,598.218125678571,399629.259278571,0.0629449845357143,0.0695060534285714,0.0330188117142857,0.413643975178571,0.671841229357143,99.8973245685714,0.1908639975,0.16168948475,0.250473055964286,0.415336855678571,0.107243694357143,2566.99439360714,2606.20826960714,0.00336200989285714,0.00549759760714286,3.80813571428571e-05,44.5346797471429,45.072921775,0.00217307296428571,0.00197078407142857,0.00734834778571429,0.00336629335714286,0.00733719046428571,17.29148,299.70852,10.014008,289.694512,18523.22852,7,7,"hK2"
"63","K20131113-235",235,805,"E3","M. peelii","C:\DBImages\Larva\235.tif",10.176,10.5545472,NA,"Alan Couch","head partly decomposed.",NA,-25.38,13.42,3.32,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",3,NA,235,1,345,NA,"C:\DBImages\O1\O1_0235.jpg",NA,NA,NA,NA,235,"C:\DBImages\O2\O2D_0040.jpg",NA,9,"D",13,"C",NA,0.345,"head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.",NA,"10-Feb-14",21.19,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","Core",0.194960179761905,1.29559958752381,4170.20900521429,85.2796326840476,82.0094699857143,0.742916305738095,1331.35391939857,625.524119304762,404118.040940476,0.0543405174047619,0.104354987809524,0.046634116452381,0.563363975261905,19.3589231815,116.409817615714,0.273723046785714,0.260518157952381,0.323629959833333,0.799946122785714,0.133370803452381,1772.72233564286,1838.56212211905,0.00281920721428571,0.00527563354761905,0.00070734480952381,25.340151937619,25.4325522545238,0.00120594392857143,0.0022450510952381,0.00797044776190476,0.003592416,0.00730216766666667,21.19265,295.80735,10.014008,285.793342,14618.15735,8,8,"hK3"
"64","K20131113-235",235,805,"E3","M. peelii","C:\DBImages\Larva\235.tif",10.176,10.5545472,NA,"Alan Couch","head partly decomposed.",NA,-25.38,13.42,3.32,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",3,NA,235,1,345,NA,"C:\DBImages\O1\O1_0235.jpg",NA,NA,NA,NA,235,"C:\DBImages\O2\O2D_0040.jpg",NA,9,"D",13,"C",NA,0.345,"head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.",NA,"10-Feb-14",21.19,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","0",0.177204408485714,1.539743515,4040.94497311429,50.4579359351429,49.2689187657143,0.992459359742857,1354.25659027371,659.513853051429,397562.021102857,0.0708416443714286,0.0676699687142857,0.0250689967142857,0.444097328028571,2.66538666442857,105.702896028571,0.181538873742857,0.175078256885714,0.219491036657143,0.6139604576,0.144159281742857,2739.07066954286,2798.85594234286,0.00709743888571429,0.0072741386,0,81.8183547617143,81.4917587522857,0.00303204937142857,0.00351672634285714,0.0113930759142857,0.0103028313428571,0.0064287386,21.19265,295.80735,10.014008,285.793342,14618.15735,8,8,"hK3"
"65","K20131113-235",235,805,"E3","M. peelii","C:\DBImages\Larva\235.tif",10.176,10.5545472,NA,"Alan Couch","head partly decomposed.",NA,-25.38,13.42,3.32,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",3,NA,235,1,345,NA,"C:\DBImages\O1\O1_0235.jpg",NA,NA,NA,NA,235,"C:\DBImages\O2\O2D_0040.jpg",NA,9,"D",13,"C",NA,0.345,"head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.",NA,"10-Feb-14",21.19,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E1",0.112647404148148,2.13859648159259,3694.89157544444,32.8867527848148,30.8971929014815,0.576568387888889,1277.58539846296,485.652966622222,402637.270440741,0.0700352501851852,0.156748939555556,0.0188803927037037,0.395297856222222,1.12275441922222,101.77237638037,0.241030999925926,0.209155594481481,0.233686995444444,0.638934977518518,0.12719890237037,2300.02934496296,2304.09844233333,0.00507910522222222,0.013076973962963,0,51.7239324714815,51.8194370651852,0.000924362962962963,0.0040943737037037,0.00126612740740741,0.00857534544444444,0.00513774066666667,21.19265,295.80735,10.014008,285.793342,14618.15735,8,8,"hK3"
"66","K20131113-235",235,805,"E3","M. peelii","C:\DBImages\Larva\235.tif",10.176,10.5545472,NA,"Alan Couch","head partly decomposed.",NA,-25.38,13.42,3.32,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",3,NA,235,1,345,NA,"C:\DBImages\O1\O1_0235.jpg",NA,NA,NA,NA,235,"C:\DBImages\O2\O2D_0040.jpg",NA,9,"D",13,"C",NA,0.345,"head partly decomposed. Not sure why it is a blank photo on oto #1. Check slides. I have a feling Jolene got out-of-sync from this point for a while.",NA,"10-Feb-14",21.19,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E2",0.332328245357143,1.17877042342857,4186.40719614286,56.7824818182143,50.229687615,0.879936218642857,1679.88486465786,601.276448189286,414566.752364286,0.0769128875714286,0.146128796678571,0.0310526316428571,0.613791457214286,4.34193674967857,127.285640196071,0.341116685214286,0.224204008571429,0.308094694428571,0.9439801535,0.151203292464286,2593.25999571429,2709.11462457143,0.00369038071428571,0.00932031364285714,0.00104275485714286,66.1153382632143,64.2090206664286,0.002218565,0.00393022003571429,0.0144027813928571,0.00912659782142857,0.00637087057142857,21.19265,295.80735,10.014008,285.793342,14618.15735,8,8,"hK3"
"67","K20131113-236",236,805,"E4","M. peelii","C:\DBImages\Larva\236.tif",11.586,12.0169992,NA,"Alan Couch","",NA,-25.18,13.84,3.23,0.79,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",4,NA,236,2,325,250,"C:\DBImages\O1\O1_0236.jpg",320,1.3,NA,310,245,"C:\DBImages\O2\O2D_0041.jpg",1.27,NA,"D",14,"C",NA,0.3175,"",NA,"10-Feb-14",19.15,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","0",0.135208556146341,2.63296656146341,3880.26501312195,40.4595110648781,37.6169212614634,0.949117614951219,1066.01757405854,651.701981621951,401490.048626829,0.0481811094878049,0.123415774682927,0.0294408650487805,0.332597153731707,2.1618439742439,106.138486944878,0.327138789658537,1.94343489341463,1.61817554421951,0.548089417926829,0.231959048073171,2637.79368741463,2638.48682207317,0.004558578,0.00598759265853659,0,77.2223966709756,74.9514458458537,0.0014316103902439,0.002002378,0.011482895195122,0.0037186756097561,0.0133613912682927,19.14918,297.85082,10.014008,287.836812,16663.67082,4,4,"hM1"
"68","K20131113-236",236,805,"E4","M. peelii","C:\DBImages\Larva\236.tif",11.586,12.0169992,NA,"Alan Couch","",NA,-25.18,13.84,3.23,0.79,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",4,NA,236,2,325,250,"C:\DBImages\O1\O1_0236.jpg",320,1.3,NA,310,245,"C:\DBImages\O2\O2D_0041.jpg",1.27,NA,"D",14,"C",NA,0.3175,"",NA,"10-Feb-14",19.15,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E2",0.175878178518519,2.14090069155556,4120.26650796296,45.9322656918519,44.9906251759259,0.724559405962963,1164.89265372963,752.13205017037,406844.039622222,0.0725813411481481,0.207649902,0.0403816102222222,0.379708850259259,8.48764540681482,104.592618564444,0.270331118888889,0.371891986555556,0.475793736074074,0.678561152296296,0.188688507185185,2527.11717125926,2542.63932981482,0.003597105,0.00770638462962963,0,56.8065053055556,58.2080195566667,0.000545185592592593,0.00399321737037037,0.0060452682962963,0.00542045562962963,0.00529620603703704,19.14918,297.85082,10.014008,287.836812,16663.67082,4,4,"hM1"
"69","K20131113-236",236,805,"E4","M. peelii","C:\DBImages\Larva\236.tif",11.586,12.0169992,NA,"Alan Couch","",NA,-25.18,13.84,3.23,0.79,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",4,NA,236,2,325,250,"C:\DBImages\O1\O1_0236.jpg",320,1.3,NA,310,245,"C:\DBImages\O2\O2D_0041.jpg",1.27,NA,"D",14,"C",NA,0.3175,"",NA,"10-Feb-14",19.15,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","Core",0.136723454363636,1.77286937539394,3975.23136593939,49.6829980115152,48.3124673781818,0.828625843454545,1777.28011434242,623.184858084848,401095.510284849,0.0802345416060606,0.116495632848485,0.0319358134545455,0.548931091575758,4.29618212287879,108.997843546667,0.358860266666667,0.463030963848485,0.577558022939394,0.648087581424242,0.123205173575758,2199.19205448485,2257.32962675758,0.00365436854545455,0.00659480615151515,0,33.8029954690909,33.6623210242424,0.00215163675757576,0.00222918321212121,0.00721151154545455,0.00659843460606061,0.00314265115151515,19.14918,297.85082,10.014008,287.836812,16663.67082,4,4,"hM1"
"70","K20131113-236",236,805,"E4","M. peelii","C:\DBImages\Larva\236.tif",11.586,12.0169992,NA,"Alan Couch","",NA,-25.18,13.84,3.23,0.79,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",4,NA,236,2,325,250,"C:\DBImages\O1\O1_0236.jpg",320,1.3,NA,310,245,"C:\DBImages\O2\O2D_0041.jpg",1.27,NA,"D",14,"C",NA,0.3175,"",NA,"10-Feb-14",19.15,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E1",0.0813560969259259,2.76245242614815,3742.84329540741,26.8733697340741,25.2472898281481,0.694768272,1284.63866965556,638.283989174074,395328.130062963,0.0539496883703704,0.202957975962963,0.0203842704074074,0.493472777444444,1.33232842248148,106.121763535556,0.230140077333333,0.533238796925926,0.670779123407407,0.509089780148148,0.129133492740741,2297.06996962963,2300.12221066667,0.00497408411111111,0.0107808015185185,0.00168162637037037,60.505993172963,60.2694712288889,0.00144987862962963,0.00145022725925926,0.00698241488888889,0.00290221155555556,0.00631592114814815,19.14918,297.85082,10.014008,287.836812,16663.67082,4,4,"hM1"
"71","K20131113-238",238,805,"E6","M. peelii","C:\DBImages\Larva\238.tif",10.725,11.12397,NA,"Alan Couch","",NA,-24.5,13.53,3.33,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",6,NA,238,2,330,240,"C:\DBImages\O1\O1_0238.jpg",320,1.38,NA,320,240,"C:\DBImages\O2\NoImage.jpg",1.33,NA,"D",1,"D",NA,0.325,"",NA,"10-Feb-14",19.71,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E1",0.188880752592593,1.68755816,3437.99271666667,44.3554523892593,42.209872457037,0.93853822062963,419.965954400741,494.122593818519,393541.621407407,0.043568326,0.124429272925926,0.0155695473333333,0.437745114444444,0.422050791592593,68.5240085414815,0.17143723562963,0.169275500592593,0.453382498518519,0.0229106251481481,0.163338986333333,2541.84197266667,2508.24483511111,0.00301100862962963,0.0069068687037037,0.0260286438518519,49.5397365188889,48.4557762833333,0.00138401903703704,0.00404302674074074,0.00221292644444444,0.00382553077777778,0.00696617033333333,19.70649,297.29351,10.014008,287.279502,16105.80351,8,8,"hK3"
"72","K20131113-238",238,805,"E6","M. peelii","C:\DBImages\Larva\238.tif",10.725,11.12397,NA,"Alan Couch","",NA,-24.5,13.53,3.33,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",6,NA,238,2,330,240,"C:\DBImages\O1\O1_0238.jpg",320,1.38,NA,320,240,"C:\DBImages\O2\NoImage.jpg",1.33,NA,"D",1,"D",NA,0.325,"",NA,"10-Feb-14",19.71,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","E2",0.347913610035714,0.944491804107143,3839.36381478571,36.4487158864286,38.6304736039286,1.26822390839286,1145.10212013214,546.609407621429,378326.691564286,0.0438971816428571,0.106568467214286,0.035520961,0.516648330071429,0.481737651892857,86.8463749025,0.206932847607143,0.2198909245,0.278852283214286,0.19618028125,0.221702133964286,2426.99743889286,2397.24387678571,0.00475488178571429,0.0101544092857143,0.0218152525714286,49.2075350135714,48.4458298696429,0.00208474078571429,0.00525667153571429,0.0101493810714286,0.004825581,0.00933307907142857,19.70649,297.29351,10.014008,287.279502,16105.80351,8,8,"hK3"
"73","K20131113-238",238,805,"E6","M. peelii","C:\DBImages\Larva\238.tif",10.725,11.12397,NA,"Alan Couch","",NA,-24.5,13.53,3.33,0.63,"Wild caught Murrumbidgee","10-Feb-14","2013A","E",6,NA,238,2,330,240,"C:\DBImages\O1\O1_0238.jpg",320,1.38,NA,320,240,"C:\DBImages\O2\NoImage.jpg",1.33,NA,"D",1,"D",NA,0.325,"",NA,"10-Feb-14",19.71,805,"13-Nov-13","Drift net 6","00-Jan-00",87261,88107,846,18.3,NA,"00-Jan-00",NA,NA,NA,"Could not get out until 15th because of high flow danger. BUT pull date is calculated :(",TRUE,TRUE,TRUE,"Lots collected.
32 in least bad bottle. 
104 in worse bottle","","13/11/2013 17:01","14/11/2013 17:01","0:00","14-Nov-13","",NA,NA,NA,NA,NA,136,NA,NA,NA,"",24,NA,2013,317,"20-Nov-13","Kambah Pool",971,"13-Nov-13","Angle Crossing",448.917,15.976,7.618,7.301,96.453,4,"Murrumbidgee",NA,NA,"Kambah Pool",-35.400567,149.014594,"S35°24’02.04”, E149°00’52.54”",-35.40037893,149.0147227,682959.2849,6080670.471,554,229890,28825,29854,"M2G Project Information Document","Kambah","Sample",0.23,37,7,"Low gradient, confined valley",9,29,"Angle Crossing","Core",0.290284063609756,1.3772140685122,3941.19788136585,102.195870959512,99.2849974897561,0.953346637292683,807.3858183,610.915189458537,395696.155070732,0.0324670347804878,0.0841939233414634,0.0350637731707317,0.38523580597561,45.029240417439,75.6223932631707,0.289566285487805,0.160169920146341,0.233713102804878,0.0884837539756098,0.212154006,1576.89477652195,1551.26204617561,0.00106928285365854,0.00995209085365854,0.0170110750487805,15.0837210616098,15.1595385793171,0.00150320065853659,0.00408520495121951,0.00442623509756098,0.00495163053658537,0.00455374080487805,19.70649,297.29351,10.014008,287.279502,16105.80351,8,8,"hK3"
